seqID	seq	qual	length
SRR4420340.2409			8337
SRR4420340.2410			8299
SRR4420340.2411			8209
SRR4420340.2412			8379
SRR4420340.2413			8219
SRR4420340.2414			8195
SRR4420340.2415			8202
SRR4420340.2416			8188
SRR4420340.2417			8171
SRR4420340.2418			8023
SRR4420340.2419			8104
SRR4420340.2420			8035
SRR4420340.2421			8012
SRR4420340.2422			8277
SRR4420340.2423			8035
SRR4420340.2424			8254
SRR4420340.2425			8093
SRR4420340.2426			8208
SRR4420340.2427			7953
SRR4420340.2428			8214
SRR4420340.2429			8292
SRR4420340.2430			8166
SRR4420340.2431			8270
SRR4420340.2432			8381
SRR4420340.2433			8169
SRR4420340.2434			8270
SRR4420340.2435			8112
SRR4420340.2436			8145
SRR4420340.2437			8393
SRR4420340.2438			8098
SRR4420340.2439			8379
SRR4420340.2440			7954
SRR4420340.2441			8195
SRR4420340.2442			8284
SRR4420340.2443			8120
SRR4420340.2444			8054
SRR4420340.2445			7801
SRR4420340.2446			7868
SRR4420340.2447			8002
SRR4420340.2448			8136
SRR4420340.2449			8167
SRR4420340.2450			7803
SRR4420340.2451			7620
SRR4420340.2452			7403
SRR4420340.2453			7217
SRR4420340.2454			7026
SRR4420340.2455			6550
SRR4420340.2456			6439
SRR4420340.2457			6335
SRR4420340.2458			5805
SRR4420340.2459			5857
SRR4420340.2460			5791
SRR4420340.2461			5720
SRR4420340.2462			5441
SRR4420340.2463			5390
SRR4420340.2464			5024
SRR4420340.2465			4557
SRR4420340.2466			4652
SRR4420340.2467			4498
SRR4420340.2468			4136
SRR4420340.2469			3878
SRR4420340.2470			3785
SRR4420340.2471			3748
SRR4420340.2472			3531
SRR4420340.2473			3482
SRR4420340.2474			3149
SRR4420340.2475			3007
SRR4420340.2476			2997
SRR4420340.2477			2905
SRR4420340.2478			3010
SRR4420340.2479			2930
SRR4420340.2480			3000
SRR4420340.2481			2918
SRR4420340.2482			2973
SRR4420340.2483			2980
SRR4420340.2484			2863
SRR4420340.2485			2976
SRR4420340.2486			2980
SRR4420340.2487			2990
SRR4420340.2488			2977
SRR4420340.2489			2996
SRR4420340.2490			2970
SRR4420340.2491			2976
SRR4420340.2492			2912
SRR4420340.2493			2911
SRR4420340.2494			2918
SRR4420340.2495			2936
SRR4420340.2496			2947
SRR4420340.2497			3014
SRR4420340.2498			3022
SRR4420340.2499			3005
SRR4420340.2500			2980
SRR4420340.2501			2945
SRR4420340.2502			3013
SRR4420340.2503			2767
SRR4420340.2504			2904
SRR4420340.2505			3056
SRR4420340.2506			3025
SRR4420340.2507			2973
SRR4420340.2508			3017
SRR4420340.2509			2987
SRR4420340.2510			2970
SRR4420340.2511			2964
SRR4420340.2512			2824
SRR4420340.2513			2981
SRR4420340.2514			2950
SRR4420340.2515			2956
SRR4420340.2516			2988
SRR4420340.2517			2855
SRR4420340.2518			2839
SRR4420340.2519			2838
SRR4420340.2520			2642
SRR4420340.2521			2640
SRR4420340.2522			2553
SRR4420340.2523			2478
SRR4420340.2524			2321
SRR4420340.2525			2168
SRR4420340.2526			2133
SRR4420340.2527			2048
SRR4420340.2528			1670
SRR4420340.2529			1590
SRR4420340.2530			1554
SRR4420340.2531			1514
SRR4420340.2532			1465
SRR4420340.2533			1397
SRR4420340.2534			1192
SRR4420340.2535			1108
SRR4420340.2536			1123
SRR4420340.2537			914
SRR4420340.2538			903
SRR4420340.2539			886
SRR4420340.2540			802
SRR4420340.2541			806
SRR4420340.2542			755
SRR4420340.2543			807
SRR4420340.2544			812
SRR4420340.2545			782
SRR4420340.2546			763
SRR4420340.2547			762
SRR4420340.2548			617
SRR4420340.2549			623
SRR4420340.2550			546
SRR4420340.2551			412
SRR4420340.2552			338
SRR4420340.2553			310
SRR4420340.2554			286
SRR4420340.2555			318
SRR4420340.2556			323
SRR4420340.2557			305
SRR4420340.2558			304
SRR4420340.2559			313
SRR4420340.2560			324
SRR4420340.2561			303
SRR4420340.2562			311
SRR4420340.2563			301
SRR4420340.2564			309
SRR4420340.2565			306
SRR4420340.2566			302
SRR4420340.2567			312
SRR4420340.2568			313
SRR4420340.2569			309
SRR4420340.2570			313
SRR4420340.2571			316
SRR4420340.2572			327
SRR4420340.2573			317
SRR4420340.2574			315
SRR4420340.2575			323
SRR4420340.2576			317
SRR4420340.2577			310
SRR4420340.2578			318
SRR4420340.2579			316
SRR4420340.2580			315
SRR4420340.2581			303
SRR4420340.2582			312
SRR4420340.2583			291
SRR4420340.2584			303
SRR4420340.2585			308
SRR4420340.2586			313
SRR4420340.2587			302
SRR4420340.2588			316
SRR4420340.2589			310
SRR4420340.2590			329
SRR4420340.2591			311
SRR4420340.2592			285
SRR4420340.2593			324
SRR4420340.2594			296
SRR4420340.2595			330
SRR4420340.2596			302
SRR4420340.2597			289
SRR4420340.2598			323
SRR4420340.2599			265
SRR4420340.2600			261
SRR4420340.2601			8388
SRR4420340.2602			8287
SRR4420340.2603			8214
SRR4420340.2604			8188
SRR4420340.2605			5583
SRR4420340.2606			4480
SRR4420340.2607			3112
SRR4420340.2608			2964
SRR4420340.2609			2951
SRR4420340.2610			2607
SRR4420340.2611			1039
SRR4420340.2612			570
SRR4420340.2613			425
SRR4420340.2614			313
SRR4420340.2615			305
SRR4420340.2616			8084
SRR4420340.2617			8296
SRR4420340.2618			8240
SRR4420340.2619			8287
SRR4420340.2620			8302
SRR4420340.2621			8438
SRR4420340.2622			8323
SRR4420340.2623			4451
SRR4420340.2624			2999
SRR4420340.2625			3037
SRR4420340.2626			2995
SRR4420340.2627			2641
SRR4420340.2628			597
SRR4420340.2629			318
SRR4420340.2630			292
SRR4420340.2631			319
SRR4420340.2632			157
SRR4420340.2633			8104
SRR4420340.2634			8219
SRR4420340.2635			8049
SRR4420340.2636			8244
SRR4420340.2637			8185
SRR4420340.2638			6074
SRR4420340.2639			3010
SRR4420340.2640			3018
SRR4420340.2641			2969
SRR4420340.2642			2961
SRR4420340.2643			2734
SRR4420340.2644			2775
SRR4420340.2645			2498
SRR4420340.2646			570
SRR4420340.2647			309
SRR4420340.2648			311
SRR4420340.2649			301
SRR4420340.2650			327
SRR4420340.2651			340
SRR4420340.2652			306
SRR4420340.2653			310
SRR4420340.2654			280
SRR4420340.2655			8235
SRR4420340.2656			8490
SRR4420340.2657			7986
SRR4420340.2658			8294
SRR4420340.2659			8188
SRR4420340.2660			8191
SRR4420340.2661			8244
SRR4420340.2662			8146
SRR4420340.2663			8152
SRR4420340.2664			7866
SRR4420340.2665			4103
SRR4420340.2666			3972
SRR4420340.2667			3457
SRR4420340.2668			2969
SRR4420340.2669			2949
SRR4420340.2670			2921
SRR4420340.2671			2754
SRR4420340.2672			2083
SRR4420340.2673			1529
SRR4420340.2674			587
SRR4420340.2675			310
SRR4420340.2676			312
SRR4420340.2677			305
SRR4420340.2678			310
SRR4420340.2679			289
SRR4420340.2680			317
SRR4420340.2681			8476
SRR4420340.2682			8300
SRR4420340.2683			8172
SRR4420340.2684			8472
SRR4420340.2685			8265
SRR4420340.2686			7964
SRR4420340.2687			8163
SRR4420340.2688			8352
SRR4420340.2689			8316
SRR4420340.2690			8042
SRR4420340.2691			8354
SRR4420340.2692			8408
SRR4420340.2693			8111
SRR4420340.2694			3322
SRR4420340.2695			3262
SRR4420340.2696			2929
SRR4420340.2697			2972
SRR4420340.2698			2916
SRR4420340.2699			2846
SRR4420340.2700			2897
SRR4420340.2701			2953
SRR4420340.2702			2413
SRR4420340.2703			1167
SRR4420340.2704			780
SRR4420340.2705			308
SRR4420340.2706			289
SRR4420340.2707			304
SRR4420340.2708			321
SRR4420340.2709			328
SRR4420340.2710			301
SRR4420340.2711			8305
SRR4420340.2712			8408
SRR4420340.2713			8200
SRR4420340.2714			8408
SRR4420340.2715			8352
SRR4420340.2716			7492
SRR4420340.2717			2951
SRR4420340.2718			2998
SRR4420340.2719			2477
SRR4420340.2720			457
SRR4420340.2721			2937
SRR4420340.2722			811
SRR4420340.2723			806
SRR4420340.2724			8003
SRR4420340.2725			7941
SRR4420340.2726			7969
SRR4420340.2727			3053
SRR4420340.2728			2925
SRR4420340.2729			3017
SRR4420340.2730			2240
SRR4420340.2731			316
SRR4420340.2732			8230
SRR4420340.2733			8005
SRR4420340.2734			8242
SRR4420340.2735			8164
SRR4420340.2736			1875
SRR4420340.2737			8208
SRR4420340.2738			8131
SRR4420340.2739			8412
SRR4420340.2740			8168
SRR4420340.2741			8381
SRR4420340.2742			8311
SRR4420340.2743			8420
SRR4420340.2744			8388
SRR4420340.2745			7190
SRR4420340.2746			6830
SRR4420340.2747			6337
SRR4420340.2748			5635
SRR4420340.2749			4628
SRR4420340.2750			4132
SRR4420340.2751			2965
SRR4420340.2752			3043
SRR4420340.2753			2966
SRR4420340.2754			2666
SRR4420340.2755			1479
SRR4420340.2756			329
SRR4420340.2757			307
SRR4420340.2758			312
SRR4420340.2759			328
SRR4420340.2760			8194
SRR4420340.2761			4651
SRR4420340.2762			329
SRR4420340.2763			284
SRR4420340.2764			8228
SRR4420340.2765			8094
SRR4420340.2766			7556
SRR4420340.2767			2953
SRR4420340.2768			1352
SRR4420340.2769			599
SRR4420340.2770			8317
SRR4420340.2771			2969
SRR4420340.2772			310
SRR4420340.2773			294
SRR4420340.2774			8314
SRR4420340.2775			8322
SRR4420340.2776			8261
SRR4420340.2777			8332
SRR4420340.2778			7961
SRR4420340.2779			7142
SRR4420340.2780			6694
SRR4420340.2781			4771
SRR4420340.2782			3109
SRR4420340.2783			2994
SRR4420340.2784			2924
SRR4420340.2785			2956
SRR4420340.2786			2673
SRR4420340.2787			2281
SRR4420340.2788			2135
SRR4420340.2789			2579
SRR4420340.2790			308
SRR4420340.2791			8412
SRR4420340.2792			8272
SRR4420340.2793			8118
SRR4420340.2794			8341
SRR4420340.2795			8338
SRR4420340.2796			8253
SRR4420340.2797			8148
SRR4420340.2798			7681
SRR4420340.2799			5956
SRR4420340.2800			5201
SRR4420340.2801			2996
SRR4420340.2802			2913
SRR4420340.2803			3012
SRR4420340.2804			2975
SRR4420340.2805			2677
SRR4420340.2806			2259
SRR4420340.2807			1606
SRR4420340.2808			805
SRR4420340.2809			487
SRR4420340.2810			307
SRR4420340.2811			300
SRR4420340.2812			300
SRR4420340.2813			307
SRR4420340.2814			8165
SRR4420340.2815			8165
SRR4420340.2816			8501
SRR4420340.2817			3067
SRR4420340.2818			3014
SRR4420340.2819			2891
SRR4420340.2820			2935
SRR4420340.2821			2979
SRR4420340.2822			2599
SRR4420340.2823			279
SRR4420340.2824			310
SRR4420340.2825			330
SRR4420340.2826			8287
SRR4420340.2827			8304
SRR4420340.2828			7414
SRR4420340.2829			4814
SRR4420340.2830			2938
SRR4420340.2831			2024
SRR4420340.2832			1216
SRR4420340.2833			730
SRR4420340.2834			300
SRR4420340.2835			8032
SRR4420340.2836			2992
SRR4420340.2837			2950
SRR4420340.2838			2977
SRR4420340.2839			2855
SRR4420340.2840			811
SRR4420340.2841			8110
SRR4420340.2842			8029
SRR4420340.2843			5533
SRR4420340.2844			3097
SRR4420340.2845			451
SRR4420340.2846			318
SRR4420340.2847			270
SRR4420340.2848			8299
SRR4420340.2849			6056
SRR4420340.2850			3388
SRR4420340.2851			3060
SRR4420340.2852			2918
SRR4420340.2853			2981
SRR4420340.2854			8202
SRR4420340.2855			8198
SRR4420340.2856			8159
SRR4420340.2857			4151
SRR4420340.2858			3922
SRR4420340.2859			2927
SRR4420340.2860			2967
SRR4420340.2861			1299
SRR4420340.2862			301
SRR4420340.2863			8273
SRR4420340.2864			8418
SRR4420340.2865			8350
SRR4420340.2866			8199
SRR4420340.2867			8390
SRR4420340.2868			8286
SRR4420340.2869			8183
SRR4420340.2870			4356
SRR4420340.2871			2915
SRR4420340.2872			3027
SRR4420340.2873			903
SRR4420340.2874			317
SRR4420340.2875			8347
SRR4420340.2876			8698
SRR4420340.2877			8115
SRR4420340.2878			2921
SRR4420340.2879			1002
SRR4420340.2880			8274
SRR4420340.2881			8371
SRR4420340.2882			3416
SRR4420340.2883			2711
SRR4420340.2884			300
SRR4420340.2885			8342
SRR4420340.2886			8292
SRR4420340.2887			3021
SRR4420340.2888			8321
SRR4420340.2889			6980
SRR4420340.2890			4544
SRR4420340.2891			2896
SRR4420340.2892			8433
SRR4420340.2893			316
SRR4420340.2894			8458
SRR4420340.2895			6037
SRR4420340.2896			4548
SRR4420340.2897			1457
SRR4420340.2898			279
SRR4420340.2899			8140
SRR4420340.2900			8204
SRR4420340.2901			8063
SRR4420340.2902			8362
SRR4420340.2903			8450
SRR4420340.2904			8320
SRR4420340.2905			7825
SRR4420340.2906			8412
SRR4420340.2907			283
SRR4420340.2908			300
SRR4420340.2909			314
SRR4420340.2910			267
SRR4420340.2911			282
SRR4420340.2912			8196
SRR4420340.2913			278
SRR4420340.2914			8448
SRR4420340.2915			7102
SRR4420340.2916			2933
SRR4420340.2917			8335
SRR4420340.2918			8197
SRR4420340.2919			3786
SRR4420340.2920			2916
SRR4420340.2921			479
SRR4420340.2922			263
SRR4420340.2923			8022
SRR4420340.2924			8088
SRR4420340.2925			8560
SRR4420340.2926			4281
SRR4420340.2927			3014
SRR4420340.2928			296
SRR4420340.2929			273
SRR4420340.2930			2965
SRR4420340.2931			2979
SRR4420340.2932			822
SRR4420340.2933			267
SRR4420340.2934			8614
SRR4420340.2935			8345
SRR4420340.2936			2934
SRR4420340.2937			275
SRR4420340.2938			7887
SRR4420340.2939			8290
SRR4420340.2940			5109
SRR4420340.2941			8037
SRR4420340.2942			2118
SRR4420340.2943			4907
SRR4420340.2944			2972
SRR4420340.2945			2880
SRR4420340.2946			3769
SRR4420340.2947			1202
SRR4420340.2948			8116
SRR4420340.2949			8210
SRR4420340.2950			8153
SRR4420340.2951			8298
SRR4420340.2952			8403
SRR4420340.2953			5242
SRR4420340.2954			2549
SRR4420340.2955			8056
SRR4420340.2956			235
SRR4420340.2957			8076
SRR4420340.2958			3026
SRR4420340.2959			8090
SRR4420340.2960			8165
SRR4420340.2961			2821
SRR4420340.2962			209
SRR4420340.2963			8188
SRR4420340.2964			8353
SRR4420340.2965			8185
SRR4420340.2966			1577
SRR4420340.2967			8154
SRR4420340.2968			8650
SRR4420340.2969			8075
SRR4420340.2970			721
SRR4420340.2971			2781
SRR4420340.2972			404
SRR4420340.2973			8077
SRR4420340.2974			7991
SRR4420340.2975			2782
SRR4420340.2976			2774
SRR4420340.2977			2795
SRR4420340.2978			441
SRR4420340.2979			7394
SRR4420340.2980			7959
SRR4420340.2981			8079
SRR4420340.2982			2777
SRR4420340.2983			1681
SRR4420340.2984			7826
SRR4420340.2985			208
SRR4420340.2986			8098
SRR4420340.2987			8266
SRR4420340.2988			2361
SRR4420340.2989			2717
SRR4420340.2990			8050
SRR4420340.2991			7773
SRR4420340.2992			5324
SRR4420340.2993			7857
SRR4420340.2994			8018
SRR4420340.2995			8221
SRR4420340.2996			7666
SRR4420340.2997			2562
SRR4420340.2998			2630
SRR4420340.2999			7437
SRR4420340.3000			7657
SRR4420340.3001			7765
SRR4420340.3002			4649
SRR4420340.3003			2306
SRR4420340.3004			2389
SRR4420340.3005			488
SRR4420340.3006			2260
SRR4420340.3007			7573
SRR4420340.3008			2198
SRR4420340.3009			2179
SRR4420340.3010			2421
SRR4420340.3011			7343
SRR4420340.3012			2017
SRR4420340.3013			1935
SRR4420340.3014			7233
SRR4420340.3015			709
SRR4420340.3016			6938
SRR4420340.3017			1234
SRR4420340.3018			7050
SRR4420340.3019			2034
SRR4420340.3020			376
SRR4420340.3021			1636
SRR4420340.3022			7141
SRR4420340.3023			6946
SRR4420340.3024			1217
SRR4420340.3025			1366
SRR4420340.3026			6701
SRR4420340.3027			6608
SRR4420340.3028			6567
SRR4420340.3029			6588
SRR4420340.3030			6568
SRR4420340.3031			6947
SRR4420340.3032			6388
SRR4420340.3033			6142
SRR4420340.3034			1070
SRR4420340.3035			6327
SRR4420340.3036			6346
SRR4420340.3037			932
SRR4420340.3038			6192
SRR4420340.3039			881
SRR4420340.3040			5876
SRR4420340.3041			5952
SRR4420340.3042			852
SRR4420340.3043			1972
SRR4420340.3044			735
SRR4420340.3045			5925
SRR4420340.3046			6003
SRR4420340.3047			681
SRR4420340.3048			8033
SRR4420340.3049			5985
SRR4420340.3050			5726
SRR4420340.3051			5771
SRR4420340.3052			5572
SRR4420340.3053			5638
SRR4420340.3054			5727
SRR4420340.3055			315
SRR4420340.3056			3307
SRR4420340.3057			516
SRR4420340.3058			5332
SRR4420340.3059			5408
SRR4420340.3060			5471
SRR4420340.3061			5327
SRR4420340.3062			5324
SRR4420340.3063			5314
SRR4420340.3064			5196
SRR4420340.3065			5205
SRR4420340.3066			5150
SRR4420340.3067			4940
SRR4420340.3068			4722
SRR4420340.3069			4837
SRR4420340.3070			4940
SRR4420340.3071			4945
SRR4420340.3072			4765
SRR4420340.3073			4701
SRR4420340.3074			4842
SRR4420340.3075			5100
SRR4420340.3076			4854
SRR4420340.3077			4623
SRR4420340.3078			4580
SRR4420340.3079			4369
SRR4420340.3080			4253
SRR4420340.3081			4200
SRR4420340.3082			4034
SRR4420340.3083			4207
SRR4420340.3084			4229
SRR4420340.3085			3878
SRR4420340.3086			567
SRR4420340.3087			3859
SRR4420340.3088			3674
SRR4420340.3089			3777
SRR4420340.3090			3638
SRR4420340.3091			3546
SRR4420340.3092			3437
SRR4420340.3093			8562
SRR4420340.3094			3458
SRR4420340.3095			3444
SRR4420340.3096			3250
SRR4420340.3097			3388
SRR4420340.3098			3274
SRR4420340.3099			3333
SRR4420340.3100			3025
SRR4420340.3101			2968
SRR4420340.3102			2772
SRR4420340.3103			2820
SRR4420340.3104			2728
SRR4420340.3105			2588
SRR4420340.3106			2547
SRR4420340.3107			2571
SRR4420340.3108			221
SRR4420340.3109			2445
SRR4420340.3110			2374
SRR4420340.3111			2375
SRR4420340.3112			2359
SRR4420340.3113			2161
SRR4420340.3114			2200
SRR4420340.3115			2082
SRR4420340.3116			2014
SRR4420340.3117			1866
SRR4420340.3118			1838
SRR4420340.3119			1752
SRR4420340.3120			1667
SRR4420340.3121			1681
SRR4420340.3122			1579
SRR4420340.3123			1559
SRR4420340.3124			1452
SRR4420340.3125			1365
SRR4420340.3126			1261
SRR4420340.3127			1723
SRR4420340.3128			1193
SRR4420340.3129			1187
SRR4420340.3130			1159
SRR4420340.3131			1107
SRR4420340.3132			1060
SRR4420340.3133			935
SRR4420340.3134			1059
SRR4420340.3135			4330
SRR4420340.3136			1048
SRR4420340.3137			890
SRR4420340.3138			855
SRR4420340.3139			824
SRR4420340.3140			773
SRR4420340.3141			671
SRR4420340.3142			626
SRR4420340.3143			611
SRR4420340.3144			620
SRR4420340.3145			669
SRR4420340.3146			621
SRR4420340.3147			627
SRR4420340.3148			642
SRR4420340.3149			628
SRR4420340.3150			659
SRR4420340.3151			657
SRR4420340.3152			654
SRR4420340.3153			628
SRR4420340.3154			587
SRR4420340.3155			651
SRR4420340.3156			660
SRR4420340.3157			614
SRR4420340.3158			620
SRR4420340.3159			643
SRR4420340.3160			634
SRR4420340.3161			634
SRR4420340.3162			561
SRR4420340.3163			620
SRR4420340.3164			616
SRR4420340.3165			646
SRR4420340.3166			639
SRR4420340.3167			643
SRR4420340.3168			593
SRR4420340.3169			633
SRR4420340.3170			641
SRR4420340.3171			525
SRR4420340.3172			633
SRR4420340.3173			610
SRR4420340.3174			638
SRR4420340.3175			635
SRR4420340.3176			596
SRR4420340.3177			648
SRR4420340.3178			645
SRR4420340.3179			642
SRR4420340.3180			644
SRR4420340.3181			625
SRR4420340.3182			622
SRR4420340.3183			668
SRR4420340.3184			670
SRR4420340.3185			635
SRR4420340.3186			644
SRR4420340.3187			635
SRR4420340.3188			638
SRR4420340.3189			647
SRR4420340.3190			645
SRR4420340.3191			633
SRR4420340.3192			654
SRR4420340.3193			633
SRR4420340.3194			653
SRR4420340.3195			646
SRR4420340.3196			631
SRR4420340.3197			602
SRR4420340.3198			629
SRR4420340.3199			615
SRR4420340.3200			606
SRR4420340.3201			642
SRR4420340.3202			616
SRR4420340.3203			632
SRR4420340.3204			634
SRR4420340.3205			618
SRR4420340.3206			631
SRR4420340.3207			675
SRR4420340.3208			629
SRR4420340.3209			629
SRR4420340.3210			646
SRR4420340.3211			687
SRR4420340.3212			618
SRR4420340.3213			625
SRR4420340.3214			638
SRR4420340.3215			603
SRR4420340.3216			605
SRR4420340.3217			642
SRR4420340.3218			609
SRR4420340.3219			634
SRR4420340.3220			646
SRR4420340.3221			620
SRR4420340.3222			639
SRR4420340.3223			651
SRR4420340.3224			641
SRR4420340.3225			613
SRR4420340.3226			653
SRR4420340.3227			626
SRR4420340.3228			641
SRR4420340.3229			598
SRR4420340.3230			592
SRR4420340.3231			621
SRR4420340.3232			638
SRR4420340.3233			640
SRR4420340.3234			622
SRR4420340.3235			634
SRR4420340.3236			610
SRR4420340.3237			650
SRR4420340.3238			624
SRR4420340.3239			609
SRR4420340.3240			588
SRR4420340.3241			626
SRR4420340.3242			589
SRR4420340.3243			656
SRR4420340.3244			616
SRR4420340.3245			633
SRR4420340.3246			542
SRR4420340.3247			522
SRR4420340.3248			381
SRR4420340.3249			639
SRR4420340.3250			646
SRR4420340.3251			625
SRR4420340.3252			627
SRR4420340.3253			649
SRR4420340.3254			636
SRR4420340.3255			654
SRR4420340.3256			623
SRR4420340.3257			640
SRR4420340.3258			621
SRR4420340.3259			579
SRR4420340.3260			321
SRR4420340.3261			660
SRR4420340.3262			619
SRR4420340.3263			639
SRR4420340.3264			613
SRR4420340.3265			607
SRR4420340.3266			648
SRR4420340.3267			626
SRR4420340.3268			614
SRR4420340.3269			637
SRR4420340.3270			617
SRR4420340.3271			612
SRR4420340.3272			630
SRR4420340.3273			642
SRR4420340.3274			582
SRR4420340.3275			628
SRR4420340.3276			657
SRR4420340.3277			601
SRR4420340.3278			638
SRR4420340.3279			661
SRR4420340.3280			574
SRR4420340.3281			632
SRR4420340.3282			611
SRR4420340.3283			513
SRR4420340.3284			593
SRR4420340.3285			612
SRR4420340.3286			603
SRR4420340.3287			573
SRR4420340.3288			620
SRR4420340.3289			596
SRR4420340.3290			587
SRR4420340.3291			618
SRR4420340.3292			585
SRR4420340.3293			231
SRR4420340.3294			589
SRR4420340.3295			596
SRR4420340.3296			582
SRR4420340.3297			597
SRR4420340.3298			599
SRR4420340.3299			604
SRR4420340.3300			611
SRR4420340.3301			596
SRR4420340.3302			617
SRR4420340.3303			618
SRR4420340.3304			586
SRR4420340.3305			605
SRR4420340.3306			607
SRR4420340.3307			572
SRR4420340.3308			587
SRR4420340.3309			596
SRR4420340.3310			631
SRR4420340.3311			614
SRR4420340.3312			607
SRR4420340.3313			610
SRR4420340.3314			631
SRR4420340.3315			610
SRR4420340.3316			603
SRR4420340.3317			593
SRR4420340.3318			613
SRR4420340.3319			604
SRR4420340.3320			597
SRR4420340.3321			608
SRR4420340.3322			617
SRR4420340.3323			600
SRR4420340.3324			601
SRR4420340.3325			611
SRR4420340.3326			613
SRR4420340.3327			604
SRR4420340.3328			610
SRR4420340.3329			612
SRR4420340.3330			602
SRR4420340.3331			548
SRR4420340.3332			634
SRR4420340.3333			624
SRR4420340.3334			586
SRR4420340.3335			610
SRR4420340.3336			611
SRR4420340.3337			576
SRR4420340.3338			586
SRR4420340.3339			618
SRR4420340.3340			607
SRR4420340.3341			604
SRR4420340.3342			619
SRR4420340.3343			578
SRR4420340.3344			586
SRR4420340.3345			623
SRR4420340.3346			592
SRR4420340.3347			598
SRR4420340.3348			622
SRR4420340.3349			627
SRR4420340.3350			603
SRR4420340.3351			607
SRR4420340.3352			602
SRR4420340.3353			594
SRR4420340.3354			600
SRR4420340.3355			596
SRR4420340.3356			564
SRR4420340.3357			590
SRR4420340.3358			621
SRR4420340.3359			607
SRR4420340.3360			598
SRR4420340.3361			602
SRR4420340.3362			581
SRR4420340.3363			609
SRR4420340.3364			624
SRR4420340.3365			604
SRR4420340.3366			580
SRR4420340.3367			630
SRR4420340.3368			455
SRR4420340.3369			623
SRR4420340.3370			594
SRR4420340.3371			561
SRR4420340.3372			583
SRR4420340.3373			560
SRR4420340.3374			593
SRR4420340.3375			545
SRR4420340.3376			630
SRR4420340.3377			580
SRR4420340.3378			603
SRR4420340.3379			602
SRR4420340.3380			590
SRR4420340.3381			587
SRR4420340.3382			555
SRR4420340.3383			562
SRR4420340.3384			609
SRR4420340.3385			594
SRR4420340.3386			598
SRR4420340.3387			597
SRR4420340.3388			586
SRR4420340.3389			615
SRR4420340.3390			583
SRR4420340.3391			632
SRR4420340.3392			572
SRR4420340.3393			596
SRR4420340.3394			575
SRR4420340.3395			611
SRR4420340.3396			596
SRR4420340.3397			625
SRR4420340.3398			574
SRR4420340.3399			555
SRR4420340.3400			574
SRR4420340.3401			540
SRR4420340.3402			575
SRR4420340.3403			607
SRR4420340.3404			603
SRR4420340.3405			570
SRR4420340.3406			570
SRR4420340.3407			586
SRR4420340.3408			563
SRR4420340.3409			612
SRR4420340.3410			623
SRR4420340.3411			592
SRR4420340.3412			599
SRR4420340.3413			615
SRR4420340.3414			618
SRR4420340.3415			612
SRR4420340.3416			590
SRR4420340.3417			542
SRR4420340.3418			567
SRR4420340.3419			606
SRR4420340.3420			552
SRR4420340.3421			569
SRR4420340.3422			545
SRR4420340.3423			524
SRR4420340.3424			561
SRR4420340.3425			4027
SRR4420340.3426			519
SRR4420340.3427			607
SRR4420340.3428			553
SRR4420340.3429			559
SRR4420340.3430			559
SRR4420340.3431			593
SRR4420340.3432			558
SRR4420340.3433			602
SRR4420340.3434			583
SRR4420340.3435			608
SRR4420340.3436			528
SRR4420340.3437			536
SRR4420340.3438			561
SRR4420340.3439			520
SRR4420340.3440			528
SRR4420340.3441			557
SRR4420340.3442			524
SRR4420340.3443			591
SRR4420340.3444			553
SRR4420340.3445			525
SRR4420340.3446			561
SRR4420340.3447			575
SRR4420340.3448			1349
SRR4420340.3449			578
SRR4420340.3450			556
SRR4420340.3451			545
SRR4420340.3452			555
SRR4420340.3453			524
SRR4420340.3454			534
SRR4420340.3455			584
SRR4420340.3456			538
SRR4420340.3457			552
SRR4420340.3458			551
SRR4420340.3459			547
SRR4420340.3460			607
SRR4420340.3461			537
SRR4420340.3462			614
SRR4420340.3463			525
SRR4420340.3464			555
SRR4420340.3465			502
SRR4420340.3466			548
SRR4420340.3467			565
SRR4420340.3468			543
SRR4420340.3469			565
SRR4420340.3470			559
SRR4420340.3471			571
SRR4420340.3472			568
SRR4420340.3473			584
SRR4420340.3474			532
SRR4420340.3475			547
SRR4420340.3476			607
SRR4420340.3477			547
SRR4420340.3478			563
SRR4420340.3479			587
SRR4420340.3480			621
SRR4420340.3481			611
SRR4420340.3482			615
SRR4420340.3483			531
SRR4420340.3484			568
SRR4420340.3485			587
SRR4420340.3486			496
SRR4420340.3487			594
SRR4420340.3488			606
SRR4420340.3489			598
SRR4420340.3490			582
SRR4420340.3491			606
SRR4420340.3492			615
SRR4420340.3493			596
SRR4420340.3494			559
SRR4420340.3495			596
SRR4420340.3496			540
SRR4420340.3497			584
SRR4420340.3498			567
SRR4420340.3499			502
SRR4420340.3500			587
SRR4420340.3501			636
SRR4420340.3502			571
SRR4420340.3503			549
SRR4420340.3504			586
SRR4420340.3505			524
SRR4420340.3506			596
SRR4420340.3507			592
SRR4420340.3508			547
SRR4420340.3509			549
SRR4420340.3510			508
SRR4420340.3511			552
SRR4420340.3512			560
SRR4420340.3513			554
SRR4420340.3514			543
SRR4420340.3515			469
SRR4420340.3516			565
SRR4420340.3517			589
SRR4420340.3518			577
SRR4420340.3519			495
SRR4420340.3520			555
SRR4420340.3521			539
SRR4420340.3522			557
SRR4420340.3523			580
SRR4420340.3524			539
SRR4420340.3525			572
SRR4420340.3526			575
